Wall time,Step,Value
1517768329.1477203,1,4.584868431091309
1517768329.6991966,2,5.453640460968018
1517768330.438962,3,8.389884948730469
1517768331.8633645,4,16.1260986328125
1517768332.2856512,5,2.9607152938842773
1517768333.448784,6,12.568232536315918
1517768333.868885,7,3.4199976921081543
1517768334.9403276,8,10.774730682373047
1517768335.725698,9,8.143640518188477
1517768336.1054401,10,2.769289493560791
1517768336.6559572,11,5.012331008911133
1517768337.114458,12,2.7363381385803223
1517768338.1921704,13,14.531697273254395
1517768338.8105524,14,5.391540050506592
1517768339.259961,15,3.704596996307373
1517768340.2029161,16,11.057829856872559
1517768340.7206874,17,4.969743251800537
1517768341.8034673,18,14.46240234375
1517768342.2873006,19,3.3628299236297607
1517768342.778956,20,3.1033084392547607
1517768344.7698512,21,27.944805145263672
1517768345.3990164,22,4.846113204956055
1517768346.7902627,23,15.236894607543945
1517768347.6576195,24,7.713379859924316
1517768348.1859653,25,4.622992992401123
1517768348.790683,26,5.288679599761963
1517768349.7036145,27,8.649677276611328
1517768350.463805,28,7.842299938201904
1517768351.2884984,29,7.813158988952637
1517768352.5890126,30,15.102764129638672
1517768352.9908595,31,2.901050090789795
1517768353.368081,32,2.597562789916992
1517768354.185251,33,9.031722068786621
1517768354.8408258,34,4.7941083908081055
1517768355.4065127,35,5.102312088012695
1517768356.0283031,36,5.618737697601318
1517768356.3901935,37,2.230591058731079
1517768357.7212286,38,17.440242767333984
1517768358.2856047,39,4.9408721923828125
1517768359.6435516,40,14.806143760681152
1517768359.9974504,41,1.5663336515426636
1517768360.9283981,42,9.053593635559082
1517768361.5673065,43,5.64619255065918
1517768362.0710704,44,4.299276828765869
1517768363.5313408,45,15.731091499328613
1517768364.6813686,46,13.162870407104492
1517768365.8758922,47,10.957419395446777
1517768366.8750892,48,11.297174453735352
1517768368.2324507,49,14.647171020507812
1517768368.9519022,50,6.053239345550537
1517768369.3368812,51,2.4626517295837402
1517768369.897853,52,3.4752795696258545
1517768370.2942994,53,2.610173463821411
1517768370.7120051,54,3.4312775135040283
1517768371.1802876,55,3.111057758331299
1517768371.6168172,56,3.7865567207336426
1517768372.385725,57,7.257958889007568
1517768372.8258069,58,4.132117748260498
1517768373.7348516,59,10.667570114135742
1517768374.5130527,60,7.462093353271484
1517768375.4749,61,9.93387222290039
1517768375.872868,62,2.7501213550567627
1517768376.2201784,63,0.8288797736167908
1517768376.6758316,64,3.287792921066284
1517768377.8267686,65,11.940844535827637
1517768378.55582,66,6.878310203552246
1517768379.2145152,67,4.4118971824646
1517768380.366114,68,13.886598587036133
1517768381.6029828,69,15.791276931762695
1517768382.8326159,70,14.203429222106934
1517768383.3610013,71,4.820126533508301
1517768384.071642,72,6.863780975341797
1517768384.9291003,73,7.931521415710449
1517768385.3818452,74,2.4189817905426025
1517768385.7690985,75,2.2682411670684814
1517768386.4450324,76,6.547459602355957
1517768386.9798467,77,5.493097305297852
1517768387.7994206,78,8.046278953552246
1517768388.2906528,79,3.154482126235962
1517768389.1804776,80,9.648661613464355
1517768389.912294,81,7.375364780426025
1517768390.5153756,82,5.63151216506958
1517768391.0230896,83,3.68296217918396
1517768391.4422407,84,1.9494686126708984
1517768392.271066,85,6.4294233322143555
1517768393.0008636,86,5.422054290771484
1517768394.024095,87,11.039410591125488
1517768394.4588058,88,2.7179880142211914
1517768394.943644,89,3.9329593181610107
1517768395.788309,90,9.820959091186523
1517768396.6251202,91,8.814042091369629
1517768397.2960224,92,7.713575839996338
1517768397.7987983,93,4.624617576599121
1517768398.3645954,94,5.547300338745117
1517768399.0947711,95,7.0037736892700195
1517768399.9436367,96,7.745933532714844
1517768400.479462,97,3.584211826324463
1517768400.9881487,98,3.99919056892395
1517768401.3430438,99,2.0953330993652344
1517768401.9599826,100,6.191064834594727
1517768403.4993298,101,19.68798828125
1517768403.874358,102,1.7206875085830688
1517768404.1874428,103,1.3052228689193726
1517768404.692578,104,3.685407876968384
1517768405.1516829,105,3.171736001968384
1517768405.8044822,106,6.537569046020508
1517768406.4661484,107,6.696771621704102
1517768407.7571414,108,15.619412422180176
1517768408.2436488,109,4.030979633331299
1517768410.0313025,110,21.11449432373047
1517768410.8016796,111,8.047691345214844
1517768411.9848478,112,15.884063720703125
1517768412.4314773,113,3.462092876434326
1517768412.9751327,114,4.140470027923584
1517768414.235868,115,12.706260681152344
1517768414.926288,116,4.5602192878723145
1517768416.3867686,117,15.77286434173584
1517768416.9643888,118,4.963852405548096
1517768417.6411407,119,7.121416091918945
1517768418.1205947,120,3.551300048828125
1517768418.730747,121,5.304590225219727
1517768419.5682025,122,9.294614791870117
1517768420.1607337,123,4.685525417327881
1517768420.5730982,124,2.7318763732910156
1517768420.9373326,125,2.068284034729004
1517768421.4870565,126,4.140206336975098
1517768421.915961,127,4.0085768699646
1517768422.719833,128,7.3445305824279785
1517768424.020268,129,13.206673622131348
1517768424.688095,130,4.700888156890869
1517768424.9716308,131,1.3824061155319214
1517768425.5144517,132,3.757805824279785
1517768426.2241163,133,6.932474136352539
1517768427.036503,134,6.3394904136657715
1517768428.45713,135,17.545825958251953
1517768429.085009,136,6.363232135772705
1517768429.5932677,137,4.185375213623047
1517768429.8996332,138,2.0465590953826904
1517768430.6843472,139,9.005311012268066
1517768431.5767317,140,8.583471298217773
1517768432.1740997,141,3.912811040878296
1517768432.6123433,142,3.2661194801330566
1517768433.2529557,143,7.114917755126953
1517768433.6860468,144,5.910260200500488
1517768434.0658321,145,2.484689712524414
1517768435.016769,146,10.007059097290039
1517768435.766558,147,6.541555404663086
1517768436.585482,148,9.282288551330566
1517768437.15021,149,4.893582820892334
1517768438.810743,150,17.626333236694336
1517768439.6626945,151,8.129583358764648
1517768440.812478,152,13.020424842834473
1517768441.310986,153,4.2312846183776855
1517768441.7395167,154,2.8773691654205322
1517768442.00849,155,1.5307503938674927
1517768442.631476,156,5.211235046386719
1517768444.2396536,157,20.85304832458496
1517768444.515748,158,1.2209216356277466
1517768445.2114606,159,8.331409454345703
1517768446.6985042,160,20.488759994506836
1517768447.1454377,161,3.710895299911499
1517768447.5376198,162,2.6204488277435303
1517768448.6437354,163,12.697548866271973
1517768449.5830965,164,9.043988227844238
1517768451.4178984,165,23.628864288330078
1517768451.938022,166,5.530559539794922
1517768452.467636,167,5.8664469718933105
1517768452.86859,168,2.24991774559021
1517768453.5177295,169,6.459752082824707
1517768454.1408067,170,5.88404655456543
1517768455.2624726,171,14.054322242736816
1517768455.5939975,172,1.18797767162323
1517768457.6842456,173,29.66531753540039
1517768458.0705156,174,3.054112672805786
1517768459.1093304,175,11.066872596740723
1517768459.4021316,176,1.6218562126159668
1517768460.1028666,177,5.690211296081543
1517768461.8928838,178,24.729440689086914
1517768462.9243538,179,12.912864685058594
1517768463.7990215,180,9.956417083740234
1517768464.7589781,181,10.421895027160645
1517768465.9251184,182,15.038352966308594
1517768466.3382297,183,2.5418686866760254
1517768466.8063195,184,3.2502429485321045
1517768467.1196742,185,1.2955700159072876
1517768467.8331542,186,8.640664100646973
1517768469.0654318,187,13.499263763427734
1517768469.9556105,188,9.945852279663086
1517768471.3857312,189,16.646602630615234
1517768472.5984607,190,16.200519561767578
1517768473.1963987,191,4.77130126953125
1517768473.905493,192,7.194264888763428
1517768474.6283221,193,5.298804759979248
1517768475.232824,194,5.427157878875732
1517768475.783078,195,3.3905258178710938
1517768476.65372,196,8.250931739807129
1517768477.150158,197,3.6084022521972656
1517768477.6522796,198,4.297856330871582
1517768478.5387535,199,9.649224281311035
1517768478.9004495,200,1.8969303369522095
1517768480.0747871,201,14.22293472290039
1517768480.524024,202,3.8848118782043457
1517768481.2386563,203,6.642525672912598
1517768482.0594904,204,7.5822954177856445
1517768482.343586,205,1.0424301624298096
1517768482.8009017,206,3.9785709381103516
1517768483.4196062,207,5.90852165222168
1517768483.924779,208,2.665375232696533
1517768484.8125365,209,6.961578369140625
1517768485.3450217,210,4.164051532745361
1517768485.704315,211,2.6649534702301025
1517768486.8355212,212,12.140583992004395
1517768487.4401238,213,5.576756954193115
