Wall time,Step,Value
1517782474,479,24
1517782475,480,63
1517782475,481,26
1517782475,482,57
1517782475,483,33
1517782476,484,104
1517782476,485,193
1517782477,486,121
1517782477,487,83
1517782478,488,241
1517782478,489,22
1517782479,490,39
1517782479,491,55
1517782479,492,11
1517782479,493,26
1517782479,494,45
1517782480,495,49
1517782480,496,93
1517782481,497,238
1517782482,498,149
1517782482,499,50
1517782482,500,29
1517782483,501,55
1517782483,502,50
1517782483,503,46
1517782484,504,103
1517782484,505,111
1517782485,506,326
1517782486,507,43
1517782486,508,149
1517782486,509,56
1517782487,510,84
1517782487,511,25
1517782487,512,101
1517782488,513,46
1517782488,514,53
1517782488,515,109
1517782489,516,31
1517782489,517,87
1517782489,518,31
1517782490,519,150
1517782490,520,46
1517782491,521,75
1517782491,522,119
1517782492,523,103
1517782492,524,116
1517782493,525,77
1517782494,526,196
1517782494,527,110
1517782495,528,95
1517782495,529,70
1517782495,530,85
1517782496,531,85
1517782497,532,253
1517782497,533,50
1517782498,534,138
1517782498,535,44
1517782499,536,217
1517782500,537,132
1517782500,538,97
1517782501,539,202
1517782501,540,95
1517782502,541,122
1517782503,542,194
1517782503,543,39
1517782503,544,33
1517782504,545,45
1517782505,546,237
1517782505,547,99
1517782505,548,66
1517782506,549,96
1517782507,550,157
1517782507,551,69
1517782507,552,76
1517782508,553,47
1517782508,554,38
1517782508,555,12
1517782508,556,80
1517782509,557,81
1517782509,558,103
1517782510,559,147
1517782511,560,384
1517782512,561,32
1517782512,562,222
1517782513,563,27
1517782513,564,136
1517782514,565,56
1517782514,566,178
1517782515,567,73
1517782516,568,177
1517782516,569,24
1517782516,570,162
1517782517,571,146
1517782518,572,163
1517782518,573,83
1517782518,574,54
1517782519,575,89
1517782519,576,62
1517782519,577,47
1517782520,578,134
1517782520,579,182
1517782521,580,117
1517782521,581,69
1517782522,582,88
1517782522,583,40
1517782522,584,82
1517782523,585,191
1517782523,586,70
1517782524,587,122
1517782524,588,74
1517782525,589,246
1517782526,590,51
1517782526,591,33
1517782526,592,18
1517782526,593,28
1517782527,594,148
1517782528,595,200
1517782528,596,89
1517782528,597,55
1517782529,598,73
1517782529,599,45
1517782530,600,416
1517782531,601,166
1517782531,602,71
1517782533,603,355
1517782533,604,38
1517782534,605,128
1517782534,606,44
1517782534,607,24
1517782534,608,60
1517782535,609,61
1517782535,610,50
1517782536,611,90
1517782536,612,31
1517782536,613,7
1517782537,614,149
1517782537,615,133
1517782538,616,60
1517782538,617,54
1517782538,618,86
1517782539,619,23
1517782539,620,159
1517782540,621,54
1517782540,622,97
1517782540,623,34
1517782541,624,211
1517782542,625,73
1517782542,626,57
1517782542,627,49
1517782543,628,167
1517782544,629,122
1517782544,630,71
1517782544,631,53
1517782545,632,216
1517782546,633,74
1517782546,634,51
1517782547,635,92
1517782547,636,62
1517782548,637,130
1517782548,638,79
1517782549,639,106
1517782549,640,121
1517782550,641,69
1517782550,642,45
1517782550,643,99
1517782551,644,59
1517782551,645,67
1517782551,646,24
1517782552,647,153
1517782552,648,93
1517782553,649,137
1517782554,650,181
1517782554,651,49
1517782554,652,70
1517782555,653,50
1517782555,654,21
1517782555,655,136
1517782556,656,110
1517782557,657,110
1517782557,658,159
1517782558,659,138
1517782558,660,38
1517782558,661,21
1517782559,662,48
1517782559,663,50
1517782560,664,288
1517782561,665,116
1517782561,666,50
1517782561,667,27
1517782561,668,39
1517782562,669,111
1517782562,670,56
1517782562,671,68
1517782563,672,232
1517782564,673,129
1517782565,674,302
1517782565,675,21
1517782565,676,59
1517782566,677,86
1517782566,678,34
1517782567,679,122
1517782567,680,66
1517782567,681,52
1517782567,682,22
1517782568,683,93
1517782568,684,88
1517782568,685,97
1517782569,686,33
1517782569,687,31
1517782569,688,73
1517782569,689,62
1517782571,690,318
1517782571,691,120
1517782572,692,58
1517782572,693,59
1517782573,694,207
1517782573,695,100
1517782573,696,16
1517782574,697,124
1517782574,698,46
1517782575,699,120
1517782575,700,186
1517782575,701,39
1517782576,702,43
1517782576,703,38
1517782576,704,145
1517782576,705,47
1517782577,706,227
1517782577,707,67
1517782578,708,87
1517782578,709,58
1517782578,710,53
1517782579,711,160
1517782579,712,129
1517782579,713,83
1517782580,714,71
1517782580,715,77
1517782580,716,34
1517782580,717,32
1517782581,718,120
1517782581,719,123
1517782581,720,62
1517782582,721,140
1517782582,722,33
1517782582,723,68
1517782582,724,18
1517782582,725,24
1517782583,726,40
1517782583,727,21
1517782583,728,22
1517782583,729,34
1517782583,730,22
1517782584,731,427
1517782585,732,77
1517782585,733,75
1517782585,734,75
1517782586,735,132
1517782586,736,25
1517782586,737,29
1517782586,738,55
1517782586,739,61
1517782587,740,34
1517782587,741,245
1517782588,742,125
1517782588,743,141
1517782589,744,222
1517782589,745,172
1517782590,746,83
1517782590,747,40
1517782590,748,47
1517782590,749,112
1517782591,750,29
1517782591,751,133
1517782591,752,18
1517782591,753,72
1517782592,754,129
1517782592,755,18
1517782592,756,46
1517782592,757,59
1517782593,758,53
1517782593,759,38
1517782593,760,65
1517782593,761,172
1517782594,762,58
1517782595,763,240
1517782595,764,134
1517782595,765,69
1517782596,766,227
1517782597,767,130
1517782597,768,106
1517782597,769,84
1517782598,770,63
1517782598,771,24
1517782598,772,34
1517782598,773,178
1517782599,774,69
1517782600,775,317
1517782600,776,95
1517782601,777,168
1517782601,778,27
1517782601,779,203
1517782602,780,63
1517782602,781,183
1517782603,782,113
1517782603,783,70
1517782603,784,64
1517782603,785,96
1517782604,786,66
1517782604,787,54
1517782604,788,44
1517782604,789,71
1517782605,790,45
1517782605,791,30
1517782605,792,47
1517782605,793,102
1517782606,794,106
1517782606,795,102
1517782606,796,73
1517782606,797,46
1517782607,798,120
1517782607,799,172
1517782608,800,69
1517782608,801,34
1517782608,802,152
1517782609,803,82
1517782609,804,79
1517782609,805,151
1517782609,806,27
1517782610,807,278
1517782610,808,33
1517782611,809,29
1517782611,810,99
1517782611,811,97
1517782612,812,85
1517782612,813,197
1517782612,814,34
1517782613,815,161
1517782614,816,146
1517782614,817,34
1517782614,818,77
1517782614,819,48
1517782614,820,32
1517782615,821,106
1517782615,822,74
1517782615,823,89
1517782616,824,200
1517782616,825,146
1517782617,826,74
1517782618,827,307
1517782618,828,38
1517782618,829,118
1517782619,830,231
1517782619,831,56
1517782619,832,60
1517782620,833,53
1517782620,834,107
1517782620,835,95
1517782621,836,159
1517782622,837,159
1517782622,838,35
1517782622,839,49
1517782622,840,81
1517782623,841,137
1517782623,842,147
1517782624,843,67
1517782624,844,21
1517782624,845,97
1517782624,846,108
1517782625,847,46
1517782625,848,106
1517782625,849,69
1517782625,850,47
1517782626,851,51
1517782626,852,108
1517782626,853,71
1517782626,854,41
1517782627,855,218
1517782627,856,76
1517782628,857,83
1517782628,858,49
1517782628,859,62
1517782628,860,43
1517782629,861,179
1517782629,862,123
1517782629,863,60
1517782630,864,48
1517782630,865,33
1517782630,866,66
1517782630,867,16
1517782630,868,39
1517782631,869,42
1517782631,870,58
1517782631,871,95
1517782631,872,28
1517782631,873,57
1517782632,874,18
1517782632,875,49
1517782632,876,95
1517782632,877,50
1517782632,878,27
1517782633,879,134
1517782633,880,200
1517782634,881,31
1517782634,882,24
1517782634,883,143
1517782635,884,160
1517782635,885,77
1517782635,886,73
1517782636,887,66
1517782637,888,364
1517782637,889,135
1517782637,890,21
1517782637,891,43
1517782638,892,80
1517782638,893,55
1517782638,894,31
1517782638,895,97
1517782639,896,70
1517782639,897,77
1517782639,898,34
1517782639,899,68
1517782640,900,70
1517782640,901,113
1517782640,902,52
1517782640,903,31
1517782640,904,36
1517782641,905,276
1517782641,906,57
1517782642,907,29
1517782642,908,90
1517782642,909,51
1517782643,910,232
1517782643,911,132
1517782643,912,25
1517782644,913,61
1517782644,914,67
1517782644,915,131
1517782644,916,53
1517782645,917,147
1517782645,918,44
1517782646,919,273
1517782646,920,128
1517782648,921,416
1517782648,922,54
1517782649,923,212
1517782649,924,114
1517782649,925,60
1517782650,926,115
1517782650,927,113
1517782651,928,158
1517782651,929,64
1517782651,930,70
1517782652,931,71
1517782652,932,53
1517782652,933,23
1517782652,934,85
1517782652,935,14
1517782653,936,143
1517782654,937,171
1517782654,938,202
1517782655,939,73
1517782655,940,48
1517782655,941,81
1517782655,942,39
1517782656,943,63
1517782656,944,30
1517782656,945,77
1517782656,946,88
1517782657,947,121
1517782657,948,60
1517782658,949,138
1517782658,950,56
1517782659,951,170
1517782659,952,188
1517782660,953,70
1517782660,954,72
1517782660,955,128
1517782660,956,12
1517782661,957,163
1517782661,958,80
1517782662,959,217
1517782662,960,64
1517782663,961,144
1517782663,962,78
1517782663,963,53
1517782663,964,7
1517782664,965,128
1517782664,966,110
1517782665,967,162
1517782665,968,77
1517782665,969,45
1517782665,970,61
1517782666,971,74
1517782666,972,57
1517782666,973,48
1517782666,974,73
1517782667,975,46
1517782667,976,86
1517782667,977,34
1517782668,978,289
1517782668,979,102
1517782669,980,146
1517782669,981,40
1517782669,982,84
1517782670,983,29
1517782670,984,38
1517782671,985,282
1517782671,986,84
1517782671,987,45
1517782671,988,66
1517782671,989,33
1517782672,990,176
1517782672,991,58
1517782672,992,54
1517782673,993,90
1517782673,994,54
1517782674,995,194
1517782674,996,62
1517782674,997,95
1517782674,998,64
1517782675,999,239
