Wall time,Step,Value
1517782174.6356964,1,32.48286437988281
1517782175.003287,2,18.764610290527344
1517782175.2501788,3,15.57520866394043
1517782175.5637667,4,8.71532154083252
1517782175.6889155,5,2.5253102779388428
1517782175.8508673,6,3.0372118949890137
1517782176.211701,7,9.040225982666016
1517782177.0694892,8,49.575687408447266
1517782177.3111196,9,9.266007423400879
1517782177.5710747,10,9.304879188537598
1517782177.8615723,11,19.54951286315918
1517782178.2982259,12,27.90241050720215
1517782179.0193362,13,47.185672760009766
1517782179.3917994,14,21.768251419067383
1517782180.0670912,15,30.21749496459961
1517782180.4312248,16,12.508696556091309
1517782180.7947598,17,8.884638786315918
1517782180.9244738,18,1.8880952596664429
1517782181.3372478,19,13.787222862243652
1517782181.784716,20,16.255126953125
1517782182.040894,21,10.503069877624512
1517782182.1931882,22,2.9686553478240967
1517782182.585384,23,12.33664608001709
1517782183.3753157,24,36.49871063232422
1517782183.7372234,25,17.118654251098633
1517782184.0515594,26,6.5715155601501465
1517782184.2194183,27,7.0742645263671875
1517782184.4854338,28,10.97005844116211
1517782184.6770358,29,4.085779190063477
1517782185.1479454,30,15.766300201416016
1517782185.326302,31,6.087028980255127
1517782185.5358305,32,9.002416610717773
1517782185.727251,33,10.99249267578125
1517782186.1309905,34,27.665224075317383
1517782186.4036512,35,10.390527725219727
1517782186.875592,36,38.898284912109375
1517782187.0526228,37,6.998771667480469
1517782187.4820352,38,21.54986000061035
1517782187.6044965,39,3.1701819896698
1517782187.9330933,40,22.569007873535156
1517782188.0234601,41,1.509877324104309
1517782188.152091,42,3.022620677947998
1517782188.6013,43,22.001855850219727
1517782189.0791206,44,32.31770706176758
1517782189.1851075,45,4.305133819580078
1517782189.3394904,46,8.160566329956055
1517782189.665716,47,17.775981903076172
1517782189.8162687,48,5.4713897705078125
1517782190.2225013,49,24.29576873779297
1517782190.5046031,50,10.771230697631836
1517782190.7314494,51,10.23067855834961
1517782190.8922808,52,5.587285995483398
1517782191.04092,53,5.026731491088867
1517782191.293181,54,17.080930709838867
1517782191.7422051,55,27.986862182617188
1517782191.9656394,56,10.546464920043945
1517782192.10444,57,4.176540374755859
1517782192.7606087,58,48.036582946777344
1517782193.2261858,59,29.06670379638672
1517782193.4822617,60,12.3478364944458
1517782193.6914358,61,10.722362518310547
1517782194.94467,62,92.41419219970703
1517782195.1244102,63,4.642414569854736
1517782195.784958,64,39.31834411621094
1517782196.046513,65,13.777215957641602
1517782196.3617668,66,14.803820610046387
1517782196.5488038,67,4.359322547912598
1517782196.7479665,68,6.188196182250977
1517782197.1095393,69,19.146785736083984
1517782197.7990088,70,43.64806365966797
1517782198.6276648,71,42.49900436401367
1517782198.9892192,72,14.728960037231445
1517782199.3179603,73,12.650620460510254
1517782199.5432944,74,9.975451469421387
1517782199.9698899,75,22.727489471435547
1517782200.3121397,76,12.891861915588379
1517782201.499892,77,63.59065628051758
1517782202.0794687,78,32.06653594970703
1517782202.219696,79,4.75308084487915
1517782202.4691162,80,11.808741569519043
1517782202.6021795,81,4.633925437927246
1517782203.5455928,82,60.79684829711914
1517782204.2092447,83,50.41680145263672
1517782204.3771548,84,5.879491806030273
1517782204.740147,85,19.32868194580078
1517782205.0667553,86,18.248546600341797
1517782205.39185,87,19.71708106994629
1517782205.8226066,88,22.130640029907227
1517782205.9368203,89,2.406942367553711
1517782206.1549258,90,6.810541152954102
1517782206.8482974,91,52.08437728881836
1517782207.1664472,92,19.252452850341797
1517782207.3300824,93,3.8776118755340576
1517782207.7215688,94,16.989688873291016
1517782208.4508865,95,36.5272216796875
1517782208.929346,96,20.88861846923828
1517782209.3458552,97,22.682905197143555
1517782209.69978,98,12.764809608459473
1517782209.9419916,99,10.853546142578125
1517782210.096028,100,6.884718418121338
1517782210.694947,101,28.45332908630371
1517782211.4159012,102,54.166969299316406
1517782211.563213,103,3.328575372695923
1517782211.7604256,104,7.126317501068115
1517782212.003702,105,12.49921703338623
1517782212.1513722,106,8.927020072937012
1517782212.3984048,107,12.086853981018066
1517782212.5742097,108,4.6903581619262695
1517782212.7898102,109,8.86946964263916
1517782212.977802,110,7.713185787200928
1517782213.1808085,111,6.400769233703613
1517782213.3981955,112,9.814051628112793
1517782213.61187,113,10.732532501220703
1517782213.8565307,114,12.507532119750977
